Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,Turnover,TenureDays
67,Cohen,Raymond,2020-06-18,,Area Sales Manager,Jacob Snyder,cohen.raymond@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unk,,Sales,General - Con,08-02-1994,CO,Technician,Male,90983,Black,Single,Fully Meets,4,3494,15-12-2022,1,2,1,11-Feb-23,Technical Skills,Internal,Completed,Victoriahaven,James Perez,2,910.45,0,1144
68,Tia,Ellis,2023-06-22,2023-07-22,Area Sales Manager,Daniel Cabrera,tia.ellis@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Night company image able suggest.,Sales,Wireline Construction,27-01-1993,IN,Laborer,Male,1115,Other,Married,Fully Meets,4,3495,08-09-2022,4,3,5,21-Dec-22,Customer Service,External,Passed,Port Andrew,Christian Higgins,1,701.55,1,30
69,Aspen,Bentley,2021-12-02,,Area Sales Manager,Barbara Garcia,aspen.bentley@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Sales,General - Sga,19-09-1964,CA,Administrator,Male,72233,Other,Widowed,Fully Meets,5,3496,26-12-2022,1,3,2,16-Feb-23,Project Management,Internal,Incomplete,Port Ashleybury,Monica Keller,1,806.87,0,612
70,Graham,Rodriguez,2021-12-08,,Area Sales Manager,Kendra Murray,graham.rodriguez@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Project Management - Con,18-02-1981,OR,Lineman,Female,58210,Hispanic,Widowed,Fully Meets,1,3497,18-09-2022,2,3,4,11-Mar-23,Communication Skills,Internal,Completed,Kelseyborough,Sydney Johnson,2,184.21,0,606
71,Joel,Mcmillan,2023-04-26,2023-06-22,Area Sales Manager,Peter Harvey,joel.mcmillan@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Voluntary,About allow article. For gas player magazine.,Sales,General - Sga,17-10-1998,KY,Laborer,Female,36087,White,Widowed,Fully Meets,2,3498,19-06-2023,3,3,4,30-May-23,Project Management,External,Failed,Yorkport,Amy Clark,1,208.43,1,57
72,Maci,Frost,2018-09-25,2021-12-20,Area Sales Manager,Patrick Daniel,maci.frost@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Involuntary,Seem hand dog. Us six beyond place fund well.,Sales,Field Operations,16-01-1971,KY,Technician,Female,61457,Asian,Widowed,Fully Meets,5,3499,21-07-2023,5,3,5,30-Jan-23,Technical Skills,Internal,Incomplete,East Bradley,Angela Lee,2,762.45,1,1182
73,Nevaeh,Lucas,2018-11-20,2020-06-21,Area Sales Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Voluntary,Game hour boy not write somebody owner.,Sales,Shop (Fleet),25-02-2000,TX,Mechanic,Female,80424,White,Divorced,Fully Meets,1,3500,14-05-2023,4,1,4,15-Jun-23,Leadership Development,External,Incomplete,Smithchester,Larry Morales,4,779.79,1,579
74,Garrett,Zimmerman,2020-08-30,2022-08-30,Area Sales Manager,Destiny Hopkins,garrett.zimmerman@bilearner.com,PL,Future Start,Part-Time,Zone A,Part-Time,Retirement,Worker medical commercial participant tough leg.,Sales,General - Con,19-04-1959,TX,Technician,Male,6240,Other,Widowed,Fully Meets,4,3501,20-02-2023,2,3,4,09-Jun-23,Project Management,External,Passed,South Kaylachester,Troy Adams,3,135.95,1,730
75,Eugene,Marks,2019-10-01,,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,Splicing,29-06-1976,TX,Electrician,Male,49914,White,Married,Fully Meets,1,3502,24-04-2023,5,3,5,03-Jan-23,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12,0,1405
76,Geovanni,Pugh,2022-01-20,,Area Sales Manager,Erica Franklin,geovanni.pugh@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Project Management - Con,27-07-1951,CO,Manager,Male,71319,Other,Single,Fully Meets,4,3503,28-01-2023,5,2,3,20-Feb-23,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35,0,563
77,Javon,Kelley,2021-10-10,,Area Sales Manager,Gabriela Orr,javon.kelley@bilearner.com,SVG,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,General - Con,23-08-1980,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2,3504,20-04-2023,3,4,3,02-Jun-23,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23,0,665
78,Amaya,Hicks,2020-08-29,,Area Sales Manager,Michael Wilkins,amaya.hicks@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,Sales,Field Operations,24-07-1943,IN,Groundman,Male,72324,Hispanic,Widowed,Fully Meets,1,3505,10-11-2022,4,3,2,13-Sep-22,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97,0,1072
79,Laila,Woodard,2019-08-27,2023-05-10,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Fund nor half early miss follow.,Sales,Field Operations,06-07-1988,IN,Technician,Male,38740,Other,Married,Fully Meets,2,3506,27-06-2023,2,2,3,21-May-23,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81,1,1352
80,Ivan,Huff,2021-02-25,2023-04-07,Area Sales Manager,John Miller,ivan.huff@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Line later deal stand sometimes too mind.,Sales,Project Management - Con,24-03-1973,CA,Manager,Male,9437,White,Single,Fully Meets,4,3507,31-03-2023,2,5,2,25-May-23,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77,1,771
81,Aidan,Harding,2021-07-13,,Area Sales Manager,Trevor Adkins,aidan.harding@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Aerial,26-05-1942,OR,Laborer,Male,9385,Asian,Single,Fully Meets,5,3508,17-04-2023,1,5,4,04-Apr-23,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22,0,754
82,Cruz,Boyer,2021-04-14,,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Sga,04-11-1977,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2,3509,03-12-2022,4,5,2,04-Mar-23,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1,0,844
83,Raven,Koch,2020-02-10,,Area Sales Manager,Jennifer King,raven.koch@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,General - Con,17-10-1956,KY,Laborer,Female,65329,Hispanic,Married,Fully Meets,2,3510,22-08-2022,2,4,3,27-Oct-22,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23,0,1273
84,Karli,Barker,2021-08-17,2021-12-31,Area Sales Manager,Shawn Dudley,karli.barker@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Tell paper every.,Sales,Finance & Accounting,18-02-1997,KY,Director,Female,41111,Asian,Divorced,Fully Meets,4,3511,11-05-2023,5,4,5,07-Apr-23,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44,1,136
85,Tyrone,Sosa,2023-04-17,2023-06-22,Area Sales Manager,Lindsay Chang,tyrone.sosa@bilearner.com,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Yard (Material Handling),25-10-1996,TX,Coordinator,Female,58860,Black,Single,Fully Meets,2,3512,20-02-2023,5,1,3,25-Nov-22,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44,1,66
86,Damaris,Cisneros,2022-09-02,2023-05-24,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Something sense information final building.,Sales,General - Con,13-11-1959,TX,Laborer,Male,93051,Other,Married,Fully Meets,5,3513,11-05-2023,4,1,3,03-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0,1,264
87,Alexus,Estes,2020-04-15,,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Wireline Construction,03-01-1958,TX,Manager,Male,17419,Asian,Married,Fully Meets,1,3514,25-08-2022,2,1,1,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46,0,1208
88,Kinsley,Flowers,2022-03-09,2022-12-10,Area Sales Manager,Mary Reilly,kinsley.flowers@bilearner.com,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,School see rest firm I.,Sales,Finance & Accounting,29-04-1997,CO,Controller,Male,59593,White,Single,Fully Meets,4,3515,03-07-2023,3,5,5,04-Feb-23,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96,1,276
89,Deborah,Love,2022-04-07,2023-01-22,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Retirement,Source doctor rock group this.,Sales,Project Management - Con,25-06-1988,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5,3516,15-11-2022,2,3,5,22-Jun-23,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42,1,290
90,Milagros,Francis,2020-02-19,,Area Sales Manager,Caleb Schneider,milagros.francis@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Splicing,04-01-1942,IN,Splicer,Male,44469,Hispanic,Widowed,Fully Meets,4,3517,01-01-2023,4,1,1,17-Sep-22,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31,0,1264
91,Roberto,Michael,2021-04-10,2022-07-04,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Little imagine career he produce program.,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2,3518,13-05-2023,4,2,5,27-Jun-23,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58,1,450
92,Elaine,Ewing,2021-12-19,2022-03-02,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Sales,Aerial,28-03-1951,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2,3519,10-06-2023,1,3,4,11-Dec-22,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69,1,73
93,Caiden,Munoz,2020-12-13,2023-01-13,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Red some option.,Sales,Project Management - Con,01-03-1963,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1,3520,17-09-2022,5,1,1,11-Sep-22,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93,1,761
94,Jocelyn,Bradford,2019-02-26,,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,16-04-1949,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4,3521,19-09-2022,1,3,3,28-Feb-23,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5,0,1622
95,Marques,Armstrong,2020-03-02,,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Splicing,12-10-1983,KY,Splicer,Female,34369,Other,Single,Fully Meets,1,3522,14-07-2023,1,5,4,05-May-23,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04,0,1252
96,Rohan,Chapman,2021-06-25,2022-08-25,Area Sales Manager,Tony Mcconnell,rohan.chapman@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,19-12-1978,KY,Laborer,Female,23092,Other,Single,Fully Meets,2,3523,27-02-2023,3,2,3,10-Jul-23,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18,1,426
97,Emmanuel,Franklin,2021-07-26,2022-05-04,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Inside week also so.,Sales,Field Operations,11-11-1999,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2,3524,19-05-2023,3,2,4,02-Jan-23,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65,1,282
98,Clayton,Mccormick,2022-07-03,2023-01-10,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2,3525,01-02-2023,1,2,1,09-Oct-22,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75,1,191
99,Darius,Krause,2022-09-15,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4,3526,28-01-2023,1,5,3,15-Oct-22,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5,0,325
100,Ahmed,Hawkins,2020-05-01,2021-02-25,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1,3527,27-02-2023,1,3,2,06-Jan-23,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28,1,300
101,Kymani,Benjamin,2022-10-13,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2,3528,27-05-2023,5,2,2,02-Mar-23,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96,0,297
102,Callum,Mcdaniel,2020-01-03,2020-08-24,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,3529,15-07-2023,2,3,4,04-Sep-22,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56,1,234
103,Zariah,Black,2019-11-13,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2,3530,27-11-2022,1,2,5,18-Jan-23,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85,0,1362
104,Ronnie,Mayer,2023-06-17,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1,3531,24-02-2023,2,4,4,30-Nov-22,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46,0,50
105,Marlon,Ford,2021-10-14,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1,3532,08-10-2022,2,2,5,02-May-23,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61,0,661
106,Slade,Griffith,2021-06-01,2023-07-16,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,12-11-1966,ND,Administrator,Male,65183,White,Married,Fully Meets,2,3533,08-01-2023,2,5,2,11-May-23,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4,1,775
107,Lee,Frye,2018-09-14,,Area Sales Manager,Sonia Diaz,lee.frye@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-08-1959,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4,3534,14-04-2023,4,3,2,21-May-23,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96,0,1787
108,Veronica,Rowe,2018-12-11,2022-06-02,Area Sales Manager,Brian Morton,veronica.rowe@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,02-02-1994,KY,Engineer,Female,29811,Black,Single,Fully Meets,4,3535,01-11-2022,1,5,1,25-Jun-23,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96,1,1269
109,Aylin,Berg,2022-08-06,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,02-01-1989,GA,Administrative,Female,89169,Black,Single,Fully Meets,2,3536,09-10-2022,1,2,4,23-Nov-22,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03,0,365
110,Neveah,Rowe,2022-05-28,2023-02-24,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,11-07-1954,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2,3537,09-09-2022,4,2,5,06-Feb-23,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77,1,272
111,Keith,Baxter,2019-06-16,2022-03-05,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2,3538,20-04-2023,1,5,4,06-Oct-22,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07,1,993
112,Chaz,Bruce,2019-12-08,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,27-11-1983,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5,3539,06-02-2023,3,3,4,17-Mar-23,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77,0,1337
113,Maya,Mccann,2020-03-12,2022-10-09,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,09-06-1983,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4,3540,25-06-2023,2,2,3,26-Oct-22,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46,1,941
114,Aaron,Weber,2020-04-06,2023-07-24,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2,3541,28-11-2022,1,3,3,22-May-23,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3,1,1204
115,Ellie,Gill,2023-04-15,,Area Sales Manager,Amanda Knight,ellie.gill@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,01-03-1948,IN,Manager,Male,45456,White,Married,Needs Improvement,1,3542,18-10-2022,2,3,4,22-Aug-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42,0,113
116,Rayne,Kerr,2020-11-10,,Area Sales Manager,Kimberly Cardenas,rayne.kerr@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2,3543,11-02-2023,4,5,5,21-May-23,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03,0,999
117,Samara,Mcbride,2023-06-29,2023-07-09,Area Sales Manager,Laura Salinas,samara.mcbride@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,16-09-2000,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2,3544,14-09-2022,3,5,3,02-May-23,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93,1,10
118,Ryann,Rubio,2022-03-07,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1,3545,27-05-2023,2,5,2,04-May-23,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12,0,517
119,Paris,Carr,2021-07-31,2023-01-27,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1,3546,10-05-2023,2,5,5,21-Nov-22,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45,1,545
120,Adriel,Wiggins,2022-01-20,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2,3547,24-12-2022,2,4,2,24-Apr-23,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05,0,563
121,Sanaa,Glass,2021-07-11,2022-10-10,Area Sales Manager,Stephen Garcia,sanaa.glass@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1,3548,06-10-2022,5,5,3,16-Aug-22,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8,1,456
122,Ryan,Lynch,2018-10-15,2020-10-18,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2,3549,19-04-2023,1,4,1,02-Nov-22,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67,1,734
123,Charlie,Atkinson,2021-11-26,2022-10-14,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1,3550,23-01-2023,3,5,4,09-Apr-23,Project Management,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11,1,322
124,Emery,Roach,2018-08-11,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,04-07-1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4,3551,03-06-2023,4,4,3,27-Oct-22,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13,0,1821
